Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Transformer.T225533337A,   0.767035,   -59.55,   0.767035,   120.45,          0,     0.00,          0,     0.00,  1.1561E-6,  -134.49,    22.7908,   121.20,    22.7908,   -58.80,          0,     0.00,          0,     0.00, 0.0000689964,  -134.74,    22.7921,   121.20,    22.7921,   -58.80,          0,     0.00,          0,     0.00, 0.000138001,    45.25
Transformer.T5138680A,    1.28016,   -57.15,    1.28016,   122.85,          0,     0.00,          0,     0.00, 1.75573E-6,  -132.15,     38.073,   123.53,     38.073,   -56.47,          0,     0.00,          0,     0.00, 0.000104728,  -132.43,    38.0708,   123.53,    38.0707,   -56.47,          0,     0.00,          0,     0.00, 0.000209468,    47.57
Transformer.T21249626B,   0.467851,   172.43,   0.467851,    -7.57,          0,     0.00,          0,     0.00, 5.61373E-7,    97.39,    13.9286,    -6.97,    13.9286,   173.03,          0,     0.00,          0,     0.00, 0.0000334576,    97.08,    13.9299,    -6.98,    13.9299,   173.02,          0,     0.00,          0,     0.00, 0.0000669191,   -82.93
Transformer.T5337695B,   0.435162,   169.13,   0.435162,   -10.87,          0,     0.00,          0,     0.00, 5.36752E-7,    94.10,    12.9526,   -10.26,    12.9526,   169.74,          0,     0.00,          0,     0.00, 0.000031996,    93.79,    12.9538,   -10.26,    12.9538,   169.74,          0,     0.00,          0,     0.00, 0.0000639956,   -86.21
Transformer.T5323249B,   0.437024,   168.61,   0.437024,   -11.39,          0,     0.00,          0,     0.00, 5.38154E-7,    93.59,    13.0082,   -10.77,    13.0082,   169.23,          0,     0.00,          0,     0.00, 0.0000320792,    93.28,    13.0094,   -10.78,    13.0094,   169.22,          0,     0.00,          0,     0.00, 0.0000641622,   -86.73
Transformer.T5321841B,   0.753379,   168.91,   0.753378,   -11.09,          0,     0.00,          0,     0.00, 9.17838E-7,    93.87,    22.4265,   -10.48,    22.4265,   169.51,          0,     0.00,          0,     0.00, 0.0000547083,    93.55,    22.4286,   -10.49,    22.4286,   169.51,          0,     0.00,          0,     0.00, 0.000109423,   -86.45
Transformer.T5260595A,    3.87066,   -53.91,    3.87066,   126.09,          0,     0.00,          0,     0.00,  5.2734E-6,  -128.97,    115.125,   126.77,    115.125,   -53.23,          0,     0.00,          0,     0.00, 0.000314543,  -129.25,    115.118,   126.77,    115.118,   -53.23,          0,     0.00,          0,     0.00, 0.000629123,    50.75
Transformer.T5260595B,    2.10467,   170.44,    2.10467,    -9.56,          0,     0.00,          0,     0.00, 2.66292E-6,    95.34,    62.6335,    -8.93,    62.6336,   171.07,          0,     0.00,          0,     0.00, 0.000158764,    95.04,    62.6394,    -8.93,    62.6393,   171.07,          0,     0.00,          0,     0.00, 0.000317547,   -84.96
Transformer.T5260595C,    4.42991,    63.76,    4.42991,  -116.24,          0,     0.00,          0,     0.00, 5.29591E-6,   -11.36,    131.901,  -115.64,    131.901,    64.36,          0,     0.00,          0,     0.00, 0.000315629,   -11.68,    131.893,  -115.65,    131.893,    64.35,          0,     0.00,          0,     0.00, 0.000631295,   168.32
Transformer.T5293427C,    1.50035,    66.52,    1.50035,  -113.48,          0,     0.00,          0,     0.00, 1.71868E-6,    -8.54,    44.6867,  -112.91,    44.6867,    67.09,          0,     0.00,          0,     0.00, 0.000102401,    -8.88,    44.6841,  -112.91,     44.684,    67.09,          0,     0.00,          0,     0.00, 0.000204813,   171.12
Transformer.T5321858B,   0.452224,   169.01,   0.452223,   -10.99,          0,     0.00,          0,     0.00, 5.49603E-7,    93.98,     13.462,   -10.39,     13.462,   169.61,          0,     0.00,          0,     0.00, 0.0000327589,    93.66,    13.4633,   -10.39,    13.4632,   169.61,          0,     0.00,          0,     0.00, 0.0000655215,   -86.34
Transformer.T5274987C,   0.889637,    65.25,   0.889636,  -114.75,          0,     0.00,          0,     0.00, 1.04075E-6,    -9.79,    26.4929,  -114.16,    26.4929,    65.84,          0,     0.00,          0,     0.00, 0.0000620175,   -10.11,    26.4913,  -114.17,    26.4913,    65.83,          0,     0.00,          0,     0.00, 0.000124042,   169.88
Transformer.T227944551A,    12.2154,   -47.27,    12.2154,   132.73,          0,     0.00,          0,     0.00, 0.0000184426,  -122.08,    362.938,   133.48,    362.938,   -46.52,          0,     0.00,          0,     0.00, 0.00110066,  -122.34,     362.96,   133.48,    362.959,   -46.52,          0,     0.00,          0,     0.00, 0.00220144,    57.66
Transformer.T227944551B,    6.40887,   167.45,    6.40887,   -12.55,          0,     0.00,          0,     0.00, 8.03151E-6,    92.59,    190.733,   -11.93,    190.733,   168.07,          0,     0.00,          0,     0.00, 0.000478803,    92.28,    190.744,   -11.93,    190.744,   168.07,          0,     0.00,          0,     0.00, 0.000957662,   -87.72
Transformer.T227944551C,    14.3727,    64.74,    14.3727,  -115.26,          0,     0.00,          0,     0.00, 0.0000189714,   -10.11,    427.558,  -114.60,    427.558,    65.40,          0,     0.00,          0,     0.00, 0.00113136,   -10.40,    427.583,  -114.61,    427.583,    65.39,          0,     0.00,          0,     0.00, 0.00226284,   169.60
Transformer.T21386143C,   0.861325,    64.43,   0.861325,  -115.57,          0,     0.00,          0,     0.00, 1.07482E-6,   -10.59,    25.6369,  -114.95,    25.6369,    65.05,          0,     0.00,          0,     0.00, 0.0000640749,   -10.90,    25.6354,  -114.95,    25.6354,    65.05,          0,     0.00,          0,     0.00, 0.000128157,   169.10
Transformer.T226308727B,    1.40368,   170.27,    1.40368,    -9.73,          0,     0.00,          0,     0.00, 1.76709E-6,    95.20,     41.774,    -9.10,    41.7741,   170.90,          0,     0.00,          0,     0.00, 0.000105351,    94.90,     41.778,    -9.11,     41.778,   170.89,          0,     0.00,          0,     0.00, 0.000210714,   -85.10
Transformer.T5274986C,   0.592962,    65.25,   0.592962,  -114.75,          0,     0.00,          0,     0.00, 6.93797E-7,    -9.79,     17.658,  -114.17,     17.658,    65.83,          0,     0.00,          0,     0.00, 0.000041343,   -10.11,     17.657,  -114.17,     17.657,    65.83,          0,     0.00,          0,     0.00, 0.0000826907,   169.88
Transformer.T5391981A,   0.751367,   -59.84,   0.751366,   120.16,          0,     0.00,          0,     0.00, 1.13248E-6,  -134.79,    22.3252,   120.91,    22.3252,   -59.09,          0,     0.00,          0,     0.00, 0.0000675869,  -135.04,    22.3265,   120.90,    22.3265,   -59.10,          0,     0.00,          0,     0.00, 0.000135182,    44.96
Transformer.T28147974B,   0.617917,   171.48,   0.617917,    -8.52,          0,     0.00,          0,     0.00, 6.74404E-7,    96.42,    18.4092,    -7.98,    18.4092,   172.02,          0,     0.00,          0,     0.00, 0.0000401677,    96.07,    18.4108,    -7.98,    18.4107,   172.02,          0,     0.00,          0,     0.00, 0.00008034,   -83.94
Transformer.T227411655C,    1.44553,    68.73,    1.44553,  -111.27,          0,     0.00,          0,     0.00, 1.78327E-6,    -6.30,    43.0294,  -110.65,    43.0294,    69.35,          0,     0.00,          0,     0.00, 0.000106302,    -6.61,    43.0269,  -110.65,    43.0269,    69.35,          0,     0.00,          0,     0.00, 0.000212616,   173.38
Transformer.T5302859C,   0.896127,    67.12,   0.896127,  -112.88,          0,     0.00,          0,     0.00, 1.03325E-6,    -7.93,     26.689,  -112.31,    26.6891,    67.69,          0,     0.00,          0,     0.00, 0.0000615646,    -8.26,    26.6875,  -112.31,    26.6875,    67.69,          0,     0.00,          0,     0.00, 0.000123136,   171.74
Transformer.T226192801C,    4.90091,    59.78,    4.90091,  -120.22,          0,     0.00,          0,     0.00, 4.80466E-6,   -15.40,    146.127,  -119.73,    146.127,    60.27,          0,     0.00,          0,     0.00, 0.000285933,   -15.79,    146.118,  -119.74,    146.118,    60.26,          0,     0.00,          0,     0.00, 0.000571898,   164.21
Transformer.T5138651C,    1.49119,    66.87,    1.49119,  -113.13,          0,     0.00,          0,     0.00, 1.72913E-6,    -8.18,    44.4098,  -112.55,    44.4098,    67.45,          0,     0.00,          0,     0.00, 0.000103032,    -8.51,    44.4072,  -112.55,    44.4072,    67.45,          0,     0.00,          0,     0.00, 0.000206076,   171.48
Transformer.T21470122B,   0.436055,   168.59,   0.436055,   -11.41,          0,     0.00,          0,     0.00, 5.37424E-7,    93.57,    12.9792,   -10.79,    12.9792,   169.21,          0,     0.00,          0,     0.00, 0.0000320359,    93.26,    12.9805,   -10.80,    12.9804,   169.20,          0,     0.00,          0,     0.00, 0.0000640755,   -86.75
Transformer.T28127146B,   0.453203,   171.81,   0.453203,    -8.19,          0,     0.00,          0,     0.00,  5.5034E-7,    96.78,    13.4912,    -7.58,    13.4912,   172.42,          0,     0.00,          0,     0.00, 0.0000328026,    96.47,    13.4925,    -7.59,    13.4925,   172.41,          0,     0.00,          0,     0.00, 0.0000656091,   -83.54
Transformer.T5260601C,   0.876416,    63.54,   0.876415,  -116.46,          0,     0.00,          0,     0.00, 1.05637E-6,   -11.49,    26.0932,  -115.86,    26.0932,    64.14,          0,     0.00,          0,     0.00, 0.0000629613,   -11.81,    26.0917,  -115.86,    26.0917,    64.14,          0,     0.00,          0,     0.00, 0.00012593,   168.19
Transformer.T5323284B,   0.752219,   168.87,   0.752219,   -11.13,          0,     0.00,          0,     0.00, 9.16962E-7,    93.83,    22.3919,   -10.52,    22.3919,   169.48,          0,     0.00,          0,     0.00, 0.0000546563,    93.52,     22.394,   -10.52,     22.394,   169.48,          0,     0.00,          0,     0.00, 0.000109319,   -86.49
Transformer.T5294810A,    1.89104,   -60.09,    1.89104,   119.91,          0,     0.00,          0,     0.00, 2.86085E-6,  -135.06,    56.1864,   120.66,    56.1864,   -59.34,          0,     0.00,          0,     0.00, 0.00017074,  -135.31,    56.1897,   120.66,    56.1896,   -59.34,          0,     0.00,          0,     0.00,  0.0003415,    44.69
Transformer.T5355359B,   0.451496,   168.83,   0.451496,   -11.17,          0,     0.00,          0,     0.00, 5.49055E-7,    93.80,    13.4403,   -10.56,    13.4403,   169.44,          0,     0.00,          0,     0.00, 0.0000327263,    93.49,    13.4415,   -10.57,    13.4415,   169.43,          0,     0.00,          0,     0.00, 0.0000654565,   -86.52
Transformer.T5260638C,    1.41747,    64.94,    1.41747,  -115.06,          0,     0.00,          0,     0.00, 1.81833E-6,   -10.08,    42.1808,  -114.42,    42.1809,    65.58,          0,     0.00,          0,     0.00, 0.000108418,   -10.38,    42.1784,  -114.42,    42.1783,    65.58,          0,     0.00,          0,     0.00, 0.000216849,   169.62
Transformer.T5338969A,     1.9387,   -59.03,     1.9387,   120.97,          0,     0.00,          0,     0.00, 2.93295E-6,  -134.00,    57.6024,   121.72,    57.6025,   -58.28,          0,     0.00,          0,     0.00, 0.000175043,  -134.25,    57.6058,   121.72,    57.6057,   -58.28,          0,     0.00,          0,     0.00, 0.000350106,    45.75
Transformer.T5302672C,    1.50138,    66.50,    1.50138,  -113.50,          0,     0.00,          0,     0.00, 1.71752E-6,    -8.56,    44.7177,  -112.93,    44.7177,    67.07,          0,     0.00,          0,     0.00, 0.00010233,    -8.89,    44.7151,  -112.93,    44.7151,    67.07,          0,     0.00,          0,     0.00, 0.000204673,   171.10
Transformer.T5339046A,    1.25718,   -56.66,    1.25718,   123.34,          0,     0.00,          0,     0.00,  1.8973E-6,  -131.61,     37.354,   124.09,     37.354,   -55.91,          0,     0.00,          0,     0.00, 0.000113232,  -131.87,    37.3562,   124.09,    37.3562,   -55.91,          0,     0.00,          0,     0.00, 0.000226478,    48.13
Transformer.T5355588B,   0.448008,   168.76,   0.448008,   -11.24,          0,     0.00,          0,     0.00, 5.46428E-7,    93.73,    13.3361,   -10.64,    13.3361,   169.36,          0,     0.00,          0,     0.00, 0.0000325704,    93.41,    13.3374,   -10.64,    13.3374,   169.36,          0,     0.00,          0,     0.00, 0.0000651445,   -86.59
Transformer.T5262075C,    1.44242,    68.77,    1.44242,  -111.23,          0,     0.00,          0,     0.00, 1.78709E-6,    -6.27,    42.9353,  -110.61,    42.9354,    69.39,          0,     0.00,          0,     0.00, 0.000106532,    -6.58,    42.9329,  -110.62,    42.9328,    69.38,          0,     0.00,          0,     0.00, 0.000213077,   173.42
Transformer.T5260508A,   0.756487,   -53.59,   0.756486,   126.41,          0,     0.00,          0,     0.00, 1.06724E-6,  -128.56,    22.4927,   127.12,    22.4927,   -52.88,          0,     0.00,          0,     0.00, 0.0000636705,  -128.83,    22.4914,   127.11,    22.4914,   -52.89,          0,     0.00,          0,     0.00, 0.000127348,    51.17
Transformer.T28099529C,    1.60204,    60.32,    1.60204,  -119.68,          0,     0.00,          0,     0.00, 1.61097E-6,   -14.76,    47.7584,  -119.17,    47.7584,    60.83,          0,     0.00,          0,     0.00, 0.0000958899,   -15.15,    47.7556,  -119.18,    47.7556,    60.82,          0,     0.00,          0,     0.00, 0.000191791,   164.85
Transformer.T5356795C,    1.46771,    62.76,    1.46771,  -117.24,          0,     0.00,          0,     0.00, 1.75653E-6,   -12.29,    43.7002,  -116.65,    43.7003,    63.35,          0,     0.00,          0,     0.00, 0.000104687,   -12.61,    43.6977,  -116.65,    43.6977,    63.35,          0,     0.00,          0,     0.00, 0.000209386,   167.39
Transformer.T227917119A,    1.90349,   -59.78,    1.90349,   120.22,          0,     0.00,          0,     0.00, 2.87969E-6,  -134.75,    56.5564,   120.97,    56.5564,   -59.03,          0,     0.00,          0,     0.00, 0.000171864,  -135.00,    56.5597,   120.97,    56.5596,   -59.03,          0,     0.00,          0,     0.00, 0.000343748,    45.00
Transformer.T21400253B,    3.89404,   170.21,    3.89404,    -9.79,          0,     0.00,          0,     0.00, 4.32429E-6,    95.24,    115.997,    -9.24,    115.997,   170.76,          0,     0.00,          0,     0.00, 0.000257586,    94.89,    116.007,    -9.24,    116.007,   170.76,          0,     0.00,          0,     0.00, 0.000515201,   -85.11
Transformer.T5356801A,   0.775484,   -55.50,   0.775483,   124.50,          0,     0.00,          0,     0.00, 1.04108E-6,  -130.50,    23.0677,   125.17,    23.0677,   -54.83,          0,     0.00,          0,     0.00, 0.000062092,  -130.78,    23.0664,   125.16,    23.0664,   -54.84,          0,     0.00,          0,     0.00, 0.000124191,    49.22
Transformer.T5223663C,   0.571323,    68.87,   0.571322,  -111.13,          0,     0.00,          0,     0.00, 7.20029E-7,    -6.14,    17.0037,  -110.50,    17.0037,    69.50,          0,     0.00,          0,     0.00, 0.0000429271,    -6.44,    17.0027,  -110.50,    17.0027,    69.50,          0,     0.00,          0,     0.00, 0.0000858592,   173.55
Transformer.T5138371C,   0.893779,    67.16,   0.893778,  -112.84,          0,     0.00,          0,     0.00, 1.03595E-6,    -7.89,    26.6181,  -112.27,    26.6181,    67.73,          0,     0.00,          0,     0.00, 0.0000617277,    -8.22,    26.6165,  -112.27,    26.6165,    67.73,          0,     0.00,          0,     0.00, 0.000123463,   171.78
Transformer.T5323247B,   0.724761,   168.61,    0.72476,   -11.39,          0,     0.00,          0,     0.00, 8.96204E-7,    93.58,    21.5721,   -10.77,    21.5721,   169.23,          0,     0.00,          0,     0.00, 0.000053424,    93.27,    21.5741,   -10.77,    21.5741,   169.23,          0,     0.00,          0,     0.00, 0.000106854,   -86.74
